Color | Prmt. Choose Indicator,Color | Prmt. Ticket Type,created_date,Current Date,Filter | Choose Indicator,Filter | Measure Nominal Numbers,Filter | Month Name,Filter | Prmt. Change Table,Filter | Selected Month Parameter,Filter | Year,Group | Range of Open Days,Group | Satisfaction Score,Group | Ticket Status,issue_category,owner_group,Prmt | Change Header,requestor_fname,requestor_lname,severity,statisfaction_score,Text | 1,Text | 2,Text | 3,Text | 4,Text | Complete Name,Text | Prmt. Change Table,Text | Severity Correct,ticket status,ticket_number,ticket_type,# Open Tickets,# Resolved Tickets,# Unknow SatisfactionTickets,# Waiting for Requester,% Engagement Feedback Score,% Open Days vs. Target,% Satisfaction,% Satisfaction vs.Target,"Color | Dispersion Satisfaction vs, Open Days",Color | Negative |  Open Day vs. Target,Color | Negative | % Satisfied vs. Target,Color | Positive | % Open Day vs. Target,Color | Positive | % Satisfied vs. Target,days_open,Format | Nominal Numbers Prmt. Indicator,Format | Percent Numbers Prmt. Indicator,Prmt | Choose Indicator
1,1,19-07-2020,24-09-2025,True,True,July,False,True,2020,35+ Days,Satisfied,Open,Hardware,Architecture,Unassigned,Rory,Rance,0 - Unassigned,2 - Satisfied,1,2,3,4,Rory Rance,Waiting,Unassigned,Open,256-842655-2415-2-N,Request,1,0,0,0,100.0%,140.0%,100.0%,1,True,,,+140.0%,100.0%,36,1,,1
1,1,17-03-2020,24-09-2025,True,True,March,False,True,2020,16-20 Days,Unknown,Open,Systems,Networking,Unassigned,Elena,Bogges,0 - Unassigned,0 - Unknown,1,2,3,4,Elena Bogges,Waiting,Unassigned,Open,879-370032-0141-1-S,Request,1,0,1,0,100.0%,13.3%,0.0%,-1,False,,-100.0%,+13.3%,,17,1,,1
1,0,04-07-2020,24-09-2025,True,True,July,True,True,2020,1-5 Days,Satisfied,Waiting,Hardware,Architecture,High,Dionis,Kinch,3 - High,2 - Satisfied,1,2,3,4,Dionis Kinch,Waiting,High,Waiting for Requestor Feedback,936-282666-4438-9-O,Issue,0,0,0,1,0.0%,-93.3%,100.0%,1,False,--93.3%,,,100.0%,1,1,,1
1,1,16-03-2020,24-09-2025,True,True,March,False,True,2020,31-35 Days,Satisfied,Resolved,Access/Login,Networking,Medium,Bartholomew,Emson,2 - Medium,3 - Highly Satisfied,1,2,3,4,Bartholomew Emson,Waiting,Medium,Resolved,626-881076-5079-4-U,Request,0,1,0,0,100.0%,120.0%,100.0%,1,True,,,+120.0%,100.0%,33,1,,1
1,1,17-08-2020,24-09-2025,True,True,August,False,True,2020,11-15 Days,Unknown,Open,Access/Login,Security,Medium,Arabele,Miall,2 - Medium,0 - Unknown,1,2,3,4,Arabele Miall,Waiting,Medium,Open,069-454742-1390-0-O,Request,1,0,1,0,100.0%,-6.7%,0.0%,-1,False,--6.7%,-100.0%,,,14,1,,1
1,1,19-10-2020,24-09-2025,True,True,October,False,True,2020,21-25 Days,Satisfied,Open,Hardware,Architecture,Unassigned,Franni,Lacheze,0 - Unassigned,2 - Satisfied,1,2,3,4,Franni Lacheze,Waiting,Unassigned,Open,993-128179-9839-9-I,Request,1,0,0,0,100.0%,53.3%,100.0%,1,True,,,+53.3%,100.0%,23,1,,1
1,0,21-08-2020,24-09-2025,True,True,August,False,True,2020,16-20 Days,Unknown,Resolved,Access/Login,Security,Low,Becka,Abbes,1 - Low,0 - Unknown,1,2,3,4,Becka Abbes,Waiting,Low,Resolved,832-012175-6289-5-R,Issue,0,1,1,0,100.0%,13.3%,0.0%,-1,False,,-100.0%,+13.3%,,17,1,,1
1,1,14-07-2020,24-09-2025,True,True,July,False,True,2020,6-10 Days,Unknown,Open,Hardware,Architecture,Medium,Elijah,Yoseloff,2 - Medium,0 - Unknown,1,2,3,4,Elijah Yoseloff,Waiting,Medium,Open,616-919949-7056-5-U,Request,1,0,1,0,100.0%,-33.3%,0.0%,-1,False,--33.3%,-100.0%,,,10,1,,1
1,0,29-10-2020,24-09-2025,True,True,October,True,True,2020,21-25 Days,Satisfied,Waiting,Hardware,Networking,Unassigned,Nico,Goodinge,0 - Unassigned,2 - Satisfied,1,2,3,4,Nico Goodinge,Waiting,Unassigned,Waiting for Requestor Feedback,423-258628-7890-9-J,Issue,0,0,0,1,0.0%,46.7%,100.0%,1,True,,,+46.7%,100.0%,22,1,,1
1,1,29-08-2020,24-09-2025,True,True,August,False,True,2020,6-10 Days,Satisfied,Open,Hardware,Networking,Unassigned,Simeon,Longlands,0 - Unassigned,3 - Highly Satisfied,1,2,3,4,Simeon Longlands,Waiting,Unassigned,Open,794-618077-7113-6-E,Request,1,0,0,0,100.0%,-40.0%,100.0%,1,False,--40.0%,,,100.0%,9,1,,1
1,1,23-08-2020,24-09-2025,True,True,August,False,True,2020,1-5 Days,Satisfied,Open,Software,Software,Unassigned,Arnuad,Pasley,0 - Unassigned,2 - Satisfied,1,2,3,4,Arnuad Pasley,Waiting,Unassigned,Open,817-760143-6230-5-I,Request,1,0,0,0,100.0%,-80.0%,100.0%,1,False,--80.0%,,,100.0%,3,1,,1
1,1,13-05-2020,24-09-2025,True,True,May,False,True,2020,6-10 Days,Unknown,Open,Access/Login,Security,Medium,Wake,Mottram,2 - Medium,0 - Unknown,1,2,3,4,Wake Mottram,Waiting,Medium,Open,884-072630-5743-6-J,Request,1,0,1,0,100.0%,-60.0%,0.0%,-1,False,--60.0%,-100.0%,,,6,1,,1
1,1,25-03-2020,24-09-2025,True,True,March,False,True,2020,16-20 Days,Unsatisfied,Open,Access/Login,Networking,Low,Gilly,Shortcliffe,1 - Low,1 - Unsatisfied,1,2,3,4,Gilly Shortcliffe,Waiting,Low,Open,247-307098-0644-2-G,Request,1,0,0,0,100.0%,26.7%,0.0%,-1,False,,-100.0%,+26.7%,,19,1,,1
1,0,01-09-2020,24-09-2025,True,True,September,False,True,2020,26-30 Days,Unknown,Open,Systems,Networking,Medium,Ethelbert,Milburn,2 - Medium,0 - Unknown,1,2,3,4,Ethelbert Milburn,Waiting,Medium,Open,269-279047-5620-5-C,Issue,1,0,1,0,100.0%,73.3%,0.0%,-1,False,,-100.0%,+73.3%,,26,1,,1
1,1,02-04-2020,24-09-2025,True,True,April,False,True,2020,1-5 Days,Unsatisfied,Open,Software,Software,Unassigned,Jennilee,Baldoni,0 - Unassigned,1 - Unsatisfied,1,2,3,4,Jennilee Baldoni,Waiting,Unassigned,Open,328-034303-3033-6-R,Request,1,0,0,0,100.0%,-73.3%,0.0%,-1,False,--73.3%,-100.0%,,,4,1,,1
1,1,17-06-2020,24-09-2025,True,True,June,False,True,2020,1-5 Days,Unknown,Open,Access/Login,Security,High,Eliot,Keeling,3 - High,0 - Unknown,1,2,3,4,Eliot Keeling,Waiting,High,Open,811-947364-0165-2-N,Request,1,0,1,0,100.0%,-66.7%,0.0%,-1,False,--66.7%,-100.0%,,,5,1,,1
1,0,05-07-2020,24-09-2025,True,True,July,False,True,2020,1-5 Days,Unknown,Open,Hardware,Architecture,Unassigned,Mathew,Collum,0 - Unassigned,0 - Unknown,1,2,3,4,Mathew Collum,Waiting,Unassigned,Open,189-595930-6102-5-W,Issue,1,0,1,0,100.0%,-86.7%,0.0%,-1,False,--86.7%,-100.0%,,,2,1,,1
1,0,08-09-2020,24-09-2025,True,True,September,False,True,2020,6-10 Days,Satisfied,Resolved,Hardware,Hardware,Unassigned,Cordell,Finlayson,0 - Unassigned,2 - Satisfied,1,2,3,4,Cordell Finlayson,Waiting,Unassigned,Resolved,535-511132-0114-6-V,Issue,0,1,0,0,100.0%,-46.7%,100.0%,1,False,--46.7%,,,100.0%,8,1,,1
1,1,24-06-2020,24-09-2025,True,True,June,False,True,2020,16-20 Days,Satisfied,Open,Access/Login,Security,Low,Dorris,Geale,1 - Low,2 - Satisfied,1,2,3,4,Dorris Geale,Waiting,Low,Open,767-688580-9119-8-F,Request,1,0,0,0,100.0%,33.3%,100.0%,1,True,,,+33.3%,100.0%,20,1,,1
1,1,01-05-2020,24-09-2025,True,True,May,False,True,2020,26-30 Days,Satisfied,Open,Hardware,Hardware,Medium,Effie,Sepey,2 - Medium,3 - Highly Satisfied,1,2,3,4,Effie Sepey,Waiting,Medium,Open,315-664057-8726-3-A,Request,1,0,0,0,100.0%,73.3%,100.0%,1,True,,,+73.3%,100.0%,26,1,,1
1,1,20-07-2020,24-09-2025,True,True,July,False,True,2020,26-30 Days,Satisfied,Open,Systems,Architecture,Unassigned,Kimbra,Flattman,0 - Unassigned,3 - Highly Satisfied,1,2,3,4,Kimbra Flattman,Waiting,Unassigned,Open,920-483231-6446-6-N,Request,1,0,0,0,100.0%,86.7%,100.0%,1,True,,,+86.7%,100.0%,28,1,,1
1,1,22-10-2020,24-09-2025,True,True,October,False,True,2020,31-35 Days,Unknown,Open,Hardware,Networking,Medium,Virgilio,Yerrell,2 - Medium,0 - Unknown,1,2,3,4,Virgilio Yerrell,Waiting,Medium,Open,870-734497-9103-1-D,Request,1,0,1,0,100.0%,106.7%,0.0%,-1,False,,-100.0%,+106.7%,,31,1,,1
1,1,25-07-2020,24-09-2025,True,True,July,False,True,2020,1-5 Days,Satisfied,Open,Hardware,Hardware,Low,Sarina,Twelvetree,1 - Low,2 - Satisfied,1,2,3,4,Sarina Twelvetree,Waiting,Low,Open,247-240890-3492-6-R,Request,1,0,0,0,100.0%,-86.7%,100.0%,1,False,--86.7%,,,100.0%,2,1,,1
1,1,16-07-2020,24-09-2025,True,True,July,False,True,2020,31-35 Days,Satisfied,Open,Hardware,Hardware,Low,Nettle,Dobson,1 - Low,3 - Highly Satisfied,1,2,3,4,Nettle Dobson,Waiting,Low,Open,086-183209-7626-6-O,Request,1,0,0,0,100.0%,133.3%,100.0%,1,True,,,+133.3%,100.0%,35,1,,1
1,0,04-05-2020,24-09-2025,True,True,May,False,True,2020,35+ Days,Satisfied,Open,Hardware,Hardware,Low,Tobe,Rickards,1 - Low,2 - Satisfied,1,2,3,4,Tobe Rickards,Waiting,Low,Open,099-771813-8983-2-W,Issue,1,0,0,0,100.0%,146.7%,100.0%,1,True,,,+146.7%,100.0%,37,1,,1
1,1,15-10-2020,24-09-2025,True,True,October,True,True,2020,6-10 Days,Satisfied,Waiting,Systems,Architecture,Medium,Cassie,Webermann,2 - Medium,3 - Highly Satisfied,1,2,3,4,Cassie Webermann,Waiting,Medium,Waiting for Requestor Feedback,234-377020-6608-4-W,Request,0,0,0,1,0.0%,-53.3%,100.0%,1,False,--53.3%,,,100.0%,7,1,,1
1,0,10-08-2020,24-09-2025,True,True,August,False,True,2020,26-30 Days,Satisfied,Open,Access/Login,Security,Medium,Kerrill,Colly,2 - Medium,2 - Satisfied,1,2,3,4,Kerrill Colly,Waiting,Medium,Open,880-151217-3992-8-M,Issue,1,0,0,0,100.0%,93.3%,100.0%,1,True,,,+93.3%,100.0%,29,1,,1
1,1,16-06-2020,24-09-2025,True,True,June,False,True,2020,1-5 Days,Satisfied,Closed,Systems,Networking,High,Worth,Yakunikov,3 - High,3 - Highly Satisfied,1,2,3,4,Worth Yakunikov,Waiting,High,Closed - No Action,927-356264-1695-7-W,Request,0,0,0,0,100.0%,-93.3%,100.0%,1,False,--93.3%,,,100.0%,1,1,,1
1,1,24-07-2020,24-09-2025,True,True,July,False,True,2020,26-30 Days,Unknown,Resolved,Systems,Hardware,High,Guthrie,Trowell,3 - High,0 - Unknown,1,2,3,4,Guthrie Trowell,Waiting,High,Resolved,257-822048-5622-5-H,Request,0,1,1,0,100.0%,73.3%,0.0%,-1,False,,-100.0%,+73.3%,,26,1,,1
1,0,10-08-2020,24-09-2025,True,True,August,False,True,2020,16-20 Days,Satisfied,Open,Systems,Architecture,High,Carmella,Archbald,3 - High,2 - Satisfied,1,2,3,4,Carmella Archbald,Waiting,High,Open,437-281428-3688-0-H,Issue,1,0,0,0,100.0%,26.7%,100.0%,1,True,,,+26.7%,100.0%,19,1,,1
1,1,03-03-2020,24-09-2025,True,True,March,True,True,2020,26-30 Days,Satisfied,Waiting,Access/Login,Software,Unassigned,Cindi,Drennan,0 - Unassigned,2 - Satisfied,1,2,3,4,Cindi Drennan,Waiting,Unassigned,Waiting for Requestor Feedback,242-813672-3382-0-W,Request,0,0,0,1,0.0%,100.0%,100.0%,1,True,,,+100.0%,100.0%,30,1,,1
1,1,28-05-2020,24-09-2025,True,True,May,False,True,2020,6-10 Days,Satisfied,Resolved,Hardware,Hardware,Low,Richart,Cornelleau,1 - Low,2 - Satisfied,1,2,3,4,Richart Cornelleau,Waiting,Low,Resolved,015-518792-7187-4-M,Request,0,1,0,0,100.0%,-40.0%,100.0%,1,False,--40.0%,,,100.0%,9,1,,1
